dx_class	ICD10_CD	ICD10_CD_NODOT	ICD10_LDESC	IsSubsequent	IsSequela	Billable	Remission
Self-inflicted Injury/Poisoning	X74.9XXS	X749XXS	Intentional self-harm by unsp firearm discharge, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X75.XXX	X75XXX	Intentional self-harm by explosive material	0	0	0	0
Self-inflicted Injury/Poisoning	X75.XXXA	X75XXXA	Intentional self-harm by explosive material, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	X75.XXXD	X75XXXD	Intentional self-harm by explosive material, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X75.XXXS	X75XXXS	Intentional self-harm by explosive material, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X76.XXX	X76XXX	Intentional self-harm by smoke, fire and flames	0	0	0	0
Self-inflicted Injury/Poisoning	X76.XXXA	X76XXXA	Intentional self-harm by smoke, fire and flames, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	X76.XXXD	X76XXXD	Intentional self-harm by smoke, fire and flames, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X76.XXXS	X76XXXS	Intentional self-harm by smoke, fire and flames, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X77.0XX	X770XX	Intentional self-harm by steam or hot vapors	0	0	0	0
Self-inflicted Injury/Poisoning	X77.0XXA	X770XXA	Intentional self-harm by steam or hot vapors, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	X77.0XXD	X770XXD	Intentional self-harm by steam or hot vapors, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X77.0XXS	X770XXS	Intentional self-harm by steam or hot vapors, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X77.1XX	X771XX	Intentional self-harm by hot tap water	0	0	0	0
Self-inflicted Injury/Poisoning	X77.1XXA	X771XXA	Intentional self-harm by hot tap water, initial encounter	0	0	1	0
Self-inflicted Injury/Poisoning	X77.1XXD	X771XXD	Intentional self-harm by hot tap water, subsequent encounter	1	0	1	0
Self-inflicted Injury/Poisoning	X77.1XXS	X771XXS	Intentional self-harm by hot tap water, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X77.2XX	X772XX	Intentional self-harm by other hot fluids	0	0	0	0
Self-inflicted Injury/Poisoning	X77.2XXA	X772XXA	Intentional self-harm by other hot fluids, initial encounter	0	0	1	0
Self-inflicted Injury/Poisoning	X77.2XXD	X772XXD	Intentional self-harm by other hot fluids, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X77.2XXS	X772XXS	Intentional self-harm by other hot fluids, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X77.3XX	X773XX	Intentional self-harm by hot household appliances	0	0	0	0
Self-inflicted Injury/Poisoning	X77.3XXA	X773XXA	Intentional self-harm by hot household appliances, init	0	0	1	0
Self-inflicted Injury/Poisoning	X77.3XXD	X773XXD	Intentional self-harm by hot household appliances, subs	1	0	1	0
Self-inflicted Injury/Poisoning	X77.3XXS	X773XXS	Intentional self-harm by hot household appliances, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X77.8XX	X778XX	Intentional self-harm by other hot objects	0	0	0	0
Self-inflicted Injury/Poisoning	X77.8XXA	X778XXA	Intentional self-harm by other hot objects, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	X77.8XXD	X778XXD	Intentional self-harm by other hot objects, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X77.8XXS	X778XXS	Intentional self-harm by other hot objects, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X77.9XX	X779XX	Intentional self-harm by unsp hot objects	0	0	0	0
Self-inflicted Injury/Poisoning	X77.9XXA	X779XXA	Intentional self-harm by unsp hot objects, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	X77.9XXD	X779XXD	Intentional self-harm by unsp hot objects, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X77.9XXS	X779XXS	Intentional self-harm by unspecified hot objects, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X78.0XX	X780XX	Intentional self-harm by sharp glass	0	0	0	0
Self-inflicted Injury/Poisoning	X78.0XXA	X780XXA	Intentional self-harm by sharp glass, initial encounter	0	0	1	0
Self-inflicted Injury/Poisoning	X78.0XXD	X780XXD	Intentional self-harm by sharp glass, subsequent encounter	1	0	1	0
Self-inflicted Injury/Poisoning	X78.0XXS	X780XXS	Intentional self-harm by sharp glass, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X78.1XX	X781XX	Intentional self-harm by knife	0	0	0	0
Self-inflicted Injury/Poisoning	X78.1XXA	X781XXA	Intentional self-harm by knife, initial encounter	0	0	1	0
Self-inflicted Injury/Poisoning	X78.1XXD	X781XXD	Intentional self-harm by knife, subsequent encounter	1	0	1	0
Self-inflicted Injury/Poisoning	X78.1XXS	X781XXS	Intentional self-harm by knife, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X78.2XX	X782XX	Intentional self-harm by sword or dagger	0	0	0	0
Self-inflicted Injury/Poisoning	X78.2XXA	X782XXA	Intentional self-harm by sword or dagger, initial encounter	0	0	1	0
Self-inflicted Injury/Poisoning	X78.2XXD	X782XXD	Intentional self-harm by sword or dagger, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X78.2XXS	X782XXS	Intentional self-harm by sword or dagger, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X78.8XX	X788XX	Intentional self-harm by other sharp object	0	0	0	0
Self-inflicted Injury/Poisoning	X78.8XXA	X788XXA	Intentional self-harm by other sharp object, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	X78.8XXD	X788XXD	Intentional self-harm by other sharp object, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X78.8XXS	X788XXS	Intentional self-harm by other sharp object, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X78.9XX	X789XX	Intentional self-harm by unsp sharp object	0	0	0	0
Self-inflicted Injury/Poisoning	X78.9XXA	X789XXA	Intentional self-harm by unsp sharp object, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	X78.9XXD	X789XXD	Intentional self-harm by unsp sharp object, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X78.9XXS	X789XXS	Intentional self-harm by unspecified sharp object, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X79.XXX	X79XXX	Intentional self-harm by blunt object	0	0	0	0
Self-inflicted Injury/Poisoning	X79.XXXA	X79XXXA	Intentional self-harm by blunt object, initial encounter	0	0	1	0
Self-inflicted Injury/Poisoning	X79.XXXD	X79XXXD	Intentional self-harm by blunt object, subsequent encounter	1	0	1	0
Self-inflicted Injury/Poisoning	X79.XXXS	X79XXXS	Intentional self-harm by blunt object, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X80.XXX	X80XXX	Intentional self-harm by jumping from a high place	0	0	0	0
Self-inflicted Injury/Poisoning	X80.XXXA	X80XXXA	Intentional self-harm by jumping from a high place, init	0	0	1	0
Self-inflicted Injury/Poisoning	X80.XXXD	X80XXXD	Intentional self-harm by jumping from a high place, subs	1	0	1	0
Self-inflicted Injury/Poisoning	X80.XXXS	X80XXXS	Intentional self-harm by jumping from a high place, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X81.0XX	X810XX	Self-harm by jumping or lying in front of mtr veh	0	0	0	0
Self-inflicted Injury/Poisoning	X81.0XXA	X810XXA	Self-harm by jumping or lying in front of mtr veh, init	0	0	1	0
Self-inflicted Injury/Poisoning	X81.0XXD	X810XXD	Self-harm by jumping or lying in front of mtr veh, subs	1	0	1	0
Self-inflicted Injury/Poisoning	X81.0XXS	X810XXS	Self-harm by jumping or lying in front of mtr veh, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X81.1XX	X811XX	Slf-hrm by jumping or lying in front of (subway) train	0	0	0	0
Self-inflicted Injury/Poisoning	X81.1XXA	X811XXA	Slf-hrm by jumping or lying in front of (subway) train, init	0	0	1	0
Self-inflicted Injury/Poisoning	X81.1XXD	X811XXD	Slf-hrm by jumping or lying in front of (subway) train, subs	1	0	1	0
Self-inflicted Injury/Poisoning	X81.1XXS	X811XXS	Slf-hrm by jumping or lying in front of train, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X81.8XX	X818XX	Slf-hrm by jumping or lying in front of moving object	0	0	0	0
Self-inflicted Injury/Poisoning	X81.8XXA	X818XXA	Slf-hrm by jumping or lying in front of moving object, init	0	0	1	0
Self-inflicted Injury/Poisoning	X81.8XXD	X818XXD	Slf-hrm by jumping or lying in front of moving object, subs	1	0	1	0
Self-inflicted Injury/Poisoning	X81.8XXS	X818XXS	Slf-hrm by jump or lying in front of moving object, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X82.0XX	X820XX	Intentional collision of motor vehicle w mtr veh	0	0	0	0
Self-inflicted Injury/Poisoning	X82.0XXA	X820XXA	Intentional collision of motor vehicle w mtr veh, init	0	0	1	0
Self-inflicted Injury/Poisoning	X82.0XXD	X820XXD	Intentional collision of motor vehicle w mtr veh, subs	1	0	1	0
Self-inflicted Injury/Poisoning	X82.0XXS	X820XXS	Intentional collision of motor vehicle w mtr veh, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X82.1XX	X821XX	Intentional collision of motor vehicle w train	0	0	0	0
Self-inflicted Injury/Poisoning	X82.1XXA	X821XXA	Intentional collision of motor vehicle w train, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	X82.1XXD	X821XXD	Intentional collision of motor vehicle w train, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X82.1XXS	X821XXS	Intentional collision of motor vehicle with train, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X82.2XX	X822XX	Intentional collision of motor vehicle w tree	0	0	0	0
Self-inflicted Injury/Poisoning	X82.2XXA	X822XXA	Intentional collision of motor vehicle w tree, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	X82.2XXD	X822XXD	Intentional collision of motor vehicle w tree, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X82.2XXS	X822XXS	Intentional collision of motor vehicle with tree, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X82.8XX	X828XX	Oth intentional self-harm by crashing of motor vehicle	0	0	0	0
Self-inflicted Injury/Poisoning	X82.8XXA	X828XXA	Oth intentional self-harm by crashing of motor vehicle, init	0	0	1	0
Self-inflicted Injury/Poisoning	X82.8XXD	X828XXD	Oth intentional self-harm by crashing of motor vehicle, subs	1	0	1	0
Self-inflicted Injury/Poisoning	X82.8XXS	X828XXS	Oth self-harm by crashing of motor vehicle, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X83.0XX	X830XX	Intentional self-harm by crashing of aircraft	0	0	0	0
Self-inflicted Injury/Poisoning	X83.0XXA	X830XXA	Intentional self-harm by crashing of aircraft, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	X83.0XXD	X830XXD	Intentional self-harm by crashing of aircraft, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X83.0XXS	X830XXS	Intentional self-harm by crashing of aircraft, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X83.1XX	X831XX	Intentional self-harm by electrocution	0	0	0	0
Self-inflicted Injury/Poisoning	X83.1XXA	X831XXA	Intentional self-harm by electrocution, initial encounter	0	0	1	0
Self-inflicted Injury/Poisoning	X83.1XXD	X831XXD	Intentional self-harm by electrocution, subsequent encounter	1	0	1	0
Self-inflicted Injury/Poisoning	X83.1XXS	X831XXS	Intentional self-harm by electrocution, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X83.2XX	X832XX	Intentional self-harm by exposure to extremes of cold	0	0	0	0
Self-inflicted Injury/Poisoning	X83.2XXA	X832XXA	Intentional self-harm by exposure to extremes of cold, init	0	0	1	0
Self-inflicted Injury/Poisoning	X83.2XXD	X832XXD	Intentional self-harm by exposure to extremes of cold, subs	1	0	1	0
Self-inflicted Injury/Poisoning	X83.2XXS	X832XXS	Self-harm by exposure to extremes of cold, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	X83.8XX	X838XX	Intentional self-harm by other specified means	0	0	0	0
Self-inflicted Injury/Poisoning	X83.8XXA	X838XXA	Intentional self-harm by other specified means, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	X83.8XXD	X838XXD	Intentional self-harm by other specified means, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	X83.8XXS	X838XXS	Intentional self-harm by other specified means, sequela	0	1	1	0
Substance Abuse Disorder	F10	F10	Alcohol related disorders	0	0	0	0
Substance Abuse Disorder	F10.1	F101	Alcohol abuse	0	0	0	0
Substance Abuse Disorder	F10.10	F1010	Alcohol abuse, uncomplicated	0	0	1	0
Substance Abuse Disorder	F10.12	F1012	Alcohol abuse with intoxication	0	0	0	0
Substance Abuse Disorder	F10.120	F10120	Alcohol abuse with intoxication, uncomplicated	0	0	1	0
Substance Abuse Disorder	F10.121	F10121	Alcohol abuse with intoxication delirium	0	0	1	0
Substance Abuse Disorder	F10.129	F10129	Alcohol abuse with intoxication, unspecified	0	0	1	0
Substance Abuse Disorder	F10.14	F1014	Alcohol abuse with alcohol-induced mood disorder	0	0	1	0
Substance Abuse Disorder	F10.15	F1015	Alcohol abuse with alcohol-induced psychotic disorder	0	0	0	0
Substance Abuse Disorder	F10.150	F10150	Alcohol abuse with alcohol-induced psychotic disorder with delusions	0	0	1	0
Substance Abuse Disorder	F10.151	F10151	Alcohol abuse with alcohol-induced psychotic disorder with hallucinati	0	0	1	0
Substance Abuse Disorder	F10.159	F10159	Alcohol abuse with alcohol-induced psychotic disorder, unspecified	0	0	1	0
Substance Abuse Disorder	F10.18	F1018	Alcohol abuse with other alcohol-induced disorders	0	0	0	0
Substance Abuse Disorder	F10.180	F10180	Alcohol abuse with alcohol-induced anxiety disorder	0	0	1	0
Substance Abuse Disorder	F10.181	F10181	Alcohol abuse with alcohol-induced sexual dysfunction	0	0	1	0
Substance Abuse Disorder	F10.182	F10182	Alcohol abuse with alcohol-induced sleep disorder	0	0	1	0
Substance Abuse Disorder	F10.188	F10188	Alcohol abuse with other alcohol-induced disorder	0	0	1	0
Substance Abuse Disorder	F10.19	F1019	Alcohol abuse with unspecified alcohol-induced disorder	0	0	1	0
Substance Abuse Disorder	F10.2	F102	Alcohol dependence	0	0	0	0
Substance Abuse Disorder	F10.20	F1020	Alcohol dependence, uncomplicated	0	0	1	0
Substance Abuse Disorder	F10.21	F1021	Alcohol dependence, in remission	0	0	1	1
Substance Abuse Disorder	F10.22	F1022	Alcohol dependence with intoxication	0	0	0	0
Substance Abuse Disorder	F10.220	F10220	Alcohol dependence with intoxication, uncomplicated	0	0	1	0
Substance Abuse Disorder	F10.221	F10221	Alcohol dependence with intoxication delirium	0	0	1	0
Substance Abuse Disorder	F10.229	F10229	Alcohol dependence with intoxication, unspecified	0	0	1	0
Substance Abuse Disorder	F10.23	F1023	Alcohol dependence with withdrawal	0	0	0	0
Substance Abuse Disorder	F10.230	F10230	Alcohol dependence with withdrawal, uncomplicated	0	0	1	0
Substance Abuse Disorder	F10.231	F10231	Alcohol dependence with withdrawal delirium	0	0	1	0
Substance Abuse Disorder	F10.232	F10232	Alcohol dependence with withdrawal with perceptual disturbance	0	0	1	0
Substance Abuse Disorder	F10.239	F10239	Alcohol dependence with withdrawal, unspecified	0	0	1	0
Substance Abuse Disorder	F10.24	F1024	Alcohol dependence with alcohol-induced mood disorder	0	0	1	0
Substance Abuse Disorder	F10.25	F1025	Alcohol dependence with alcohol-induced psychotic disorder	0	0	0	0
Substance Abuse Disorder	F10.250	F10250	Alcohol dependence with alcohol-induced psychotic disorder with delusi	0	0	1	0
Substance Abuse Disorder	F10.251	F10251	Alcohol dependence with alcohol-induced psychotic disorder with halluc	0	0	1	0
Substance Abuse Disorder	F10.259	F10259	Alcohol dependence with alcohol-induced psychotic disorder, unspecifie	0	0	1	0
Substance Abuse Disorder	F10.26	F1026	Alcohol dependence with alcohol-induced persisting amnestic disorder	0	0	1	0
Substance Abuse Disorder	F10.27	F1027	Alcohol dependence with alcohol-induced persisting dementia	0	0	1	0
Substance Abuse Disorder	F10.28	F1028	Alcohol dependence with other alcohol-induced disorders	0	0	0	0
Substance Abuse Disorder	F10.280	F10280	Alcohol dependence with alcohol-induced anxiety disorder	0	0	1	0
Substance Abuse Disorder	F10.281	F10281	Alcohol dependence with alcohol-induced sexual dysfunction	0	0	1	0
Substance Abuse Disorder	F10.282	F10282	Alcohol dependence with alcohol-induced sleep disorder	0	0	1	0
Substance Abuse Disorder	F10.288	F10288	Alcohol dependence with other alcohol-induced disorder	0	0	1	0
Substance Abuse Disorder	F10.29	F1029	Alcohol dependence with unspecified alcohol-induced disorder	0	0	1	0
Substance Abuse Disorder	F10.9	F109	Alcohol use unspecified	0	0	0	0
Substance Abuse Disorder	F10.92	F1092	Alcohol use unspecified with intoxication	0	0	0	0
Substance Abuse Disorder	F10.920	F10920	Alcohol use, unspecified with intoxication, uncomplicated	0	0	1	0
Substance Abuse Disorder	F10.921	F10921	Alcohol use, unspecified with intoxication delirium	0	0	1	0
Substance Abuse Disorder	F10.929	F10929	Alcohol use, unspecified with intoxication, unspecified	0	0	1	0
Substance Abuse Disorder	F10.94	F1094	Alcohol use, unspecified with alcohol-induced mood disorder	0	0	1	0
Substance Abuse Disorder	F10.95	F1095	Alcohol use unspecified with alcohol-induced psychotic disorder	0	0	0	0
Substance Abuse Disorder	F10.950	F10950	Alcohol use, unspecified with alcohol-induced psychotic disorder with	0	0	1	0
Substance Abuse Disorder	F10.951	F10951	Alcohol use, unspecified with alcohol-induced psychotic disorder with	0	0	1	0
Substance Abuse Disorder	F10.959	F10959	Alcohol use, unspecified with alcohol-induced psychotic disorder, unsp	0	0	1	0
Substance Abuse Disorder	F10.96	F1096	Alcohol use, unspecified with alcohol-induced persisting amnestic diso	0	0	1	0
Substance Abuse Disorder	F10.97	F1097	Alcohol use, unspecified with alcohol-induced persisting dementia	0	0	1	0
Substance Abuse Disorder	F10.98	F1098	Alcohol use unspecified with other alcohol-induced disorders	0	0	0	0
Substance Abuse Disorder	F10.980	F10980	Alcohol use, unspecified with alcohol-induced anxiety disorder	0	0	1	0
Substance Abuse Disorder	F10.981	F10981	Alcohol use, unspecified with alcohol-induced sexual dysfunction	0	0	1	0
Substance Abuse Disorder	F10.982	F10982	Alcohol use, unspecified with alcohol-induced sleep disorder	0	0	1	0
Substance Abuse Disorder	F10.988	F10988	Alcohol use, unspecified with other alcohol-induced disorder	0	0	1	0
Substance Abuse Disorder	F10.99	F1099	Alcohol use, unspecified with unspecified alcohol-induced disorder	0	0	1	0
Substance Abuse Disorder	F11	F11	Opioid related disorders	0	0	0	0
Substance Abuse Disorder	F11.1	F111	Opioid abuse	0	0	0	0
Substance Abuse Disorder	F11.10	F1110	Opioid abuse, uncomplicated	0	0	1	0
Substance Abuse Disorder	F11.12	F1112	Opioid abuse with intoxication	0	0	0	0
Substance Abuse Disorder	F11.120	F11120	Opioid abuse with intoxication, uncomplicated	0	0	1	0
Substance Abuse Disorder	F11.121	F11121	Opioid abuse with intoxication delirium	0	0	1	0
Substance Abuse Disorder	F11.122	F11122	Opioid abuse with intoxication with perceptual disturbance	0	0	1	0
Substance Abuse Disorder	F11.129	F11129	Opioid abuse with intoxication, unspecified	0	0	1	0
Substance Abuse Disorder	F11.14	F1114	Opioid abuse with opioid-induced mood disorder	0	0	1	0
Substance Abuse Disorder	F11.15	F1115	Opioid abuse with opioid-induced psychotic disorder	0	0	0	0
Substance Abuse Disorder	F11.150	F11150	Opioid abuse with opioid-induced psychotic disorder with delusions	0	0	1	0
Substance Abuse Disorder	F11.151	F11151	Opioid abuse with opioid-induced psychotic disorder with hallucination	0	0	1	0
Substance Abuse Disorder	F11.159	F11159	Opioid abuse with opioid-induced psychotic disorder, unspecified	0	0	1	0
Substance Abuse Disorder	F11.18	F1118	Opioid abuse with other opioid-induced disorder	0	0	0	0
Substance Abuse Disorder	F11.181	F11181	Opioid abuse with opioid-induced sexual dysfunction	0	0	1	0
Substance Abuse Disorder	F11.182	F11182	Opioid abuse with opioid-induced sleep disorder	0	0	1	0
Substance Abuse Disorder	F11.188	F11188	Opioid abuse with other opioid-induced disorder	0	0	1	0
Substance Abuse Disorder	F11.19	F1119	Opioid abuse with unspecified opioid-induced disorder	0	0	1	0
Substance Abuse Disorder	F11.2	F112	Opioid dependence	0	0	0	0
Substance Abuse Disorder	F11.20	F1120	Opioid dependence, uncomplicated	0	0	1	0
Substance Abuse Disorder	F11.21	F1121	Opioid dependence, in remission	0	0	1	1
Substance Abuse Disorder	F11.22	F1122	Opioid dependence with intoxication	0	0	0	0
Substance Abuse Disorder	F11.220	F11220	Opioid dependence with intoxication, uncomplicated	0	0	1	0
Substance Abuse Disorder	F11.221	F11221	Opioid dependence with intoxication delirium	0	0	1	0
Substance Abuse Disorder	F11.222	F11222	Opioid dependence with intoxication with perceptual disturbance	0	0	1	0
Substance Abuse Disorder	F11.229	F11229	Opioid dependence with intoxication, unspecified	0	0	1	0
Substance Abuse Disorder	F11.23	F1123	Opioid dependence with withdrawal	0	0	1	0
Substance Abuse Disorder	F11.24	F1124	Opioid dependence with opioid-induced mood disorder	0	0	1	0
Substance Abuse Disorder	F11.25	F1125	Opioid dependence with opioid-induced psychotic disorder	0	0	0	0
Substance Abuse Disorder	F11.250	F11250	Opioid dependence with opioid-induced psychotic disorder with delusion	0	0	1	0
Substance Abuse Disorder	F11.251	F11251	Opioid dependence with opioid-induced psychotic disorder with hallucin	0	0	1	0
Substance Abuse Disorder	F11.259	F11259	Opioid dependence with opioid-induced psychotic disorder, unspecified	0	0	1	0
Substance Abuse Disorder	F11.28	F1128	Opioid dependence with other opioid-induced disorder	0	0	0	0
Substance Abuse Disorder	F11.281	F11281	Opioid dependence with opioid-induced sexual dysfunction	0	0	1	0
Substance Abuse Disorder	F11.282	F11282	Opioid dependence with opioid-induced sleep disorder	0	0	1	0
Substance Abuse Disorder	F11.288	F11288	Opioid dependence with other opioid-induced disorder	0	0	1	0
Substance Abuse Disorder	F11.29	F1129	Opioid dependence with unspecified opioid-induced disorder	0	0	1	0
Substance Abuse Disorder	F11.9	F119	Opioid use unspecified	0	0	0	0
Substance Abuse Disorder	F11.90	F1190	Opioid use, unspecified, uncomplicated	0	0	1	0
Substance Abuse Disorder	F11.92	F1192	Opioid use unspecified with intoxication	0	0	0	0
Substance Abuse Disorder	F11.920	F11920	Opioid use, unspecified with intoxication, uncomplicated	0	0	1	0
Substance Abuse Disorder	F11.921	F11921	Opioid use, unspecified with intoxication delirium	0	0	1	0
Substance Abuse Disorder	F11.922	F11922	Opioid use, unspecified with intoxication with perceptual disturbance	0	0	1	0
Substance Abuse Disorder	F11.929	F11929	Opioid use, unspecified with intoxication, unspecified	0	0	1	0
Substance Abuse Disorder	F11.93	F1193	Opioid use, unspecified with withdrawal	0	0	1	0
Substance Abuse Disorder	F11.94	F1194	Opioid use, unspecified with opioid-induced mood disorder	0	0	1	0
Substance Abuse Disorder	F11.95	F1195	Opioid use unspecified with opioid-induced psychotic disorder	0	0	0	0
Substance Abuse Disorder	F11.950	F11950	Opioid use, unspecified with opioid-induced psychotic disorder with de	0	0	1	0
Substance Abuse Disorder	F11.951	F11951	Opioid use, unspecified with opioid-induced psychotic disorder with ha	0	0	1	0
Substance Abuse Disorder	F11.959	F11959	Opioid use, unspecified with opioid-induced psychotic disorder, unspec	0	0	1	0
Substance Abuse Disorder	F11.98	F1198	Opioid use unspecified with other specified opioid-induced disorder	0	0	0	0
Substance Abuse Disorder	F11.981	F11981	Opioid use, unspecified with opioid-induced sexual dysfunction	0	0	1	0
Substance Abuse Disorder	F11.982	F11982	Opioid use, unspecified with opioid-induced sleep disorder	0	0	1	0
Substance Abuse Disorder	F11.988	F11988	Opioid use, unspecified with other opioid-induced disorder	0	0	1	0
Substance Abuse Disorder	F11.99	F1199	Opioid use, unspecified with unspecified opioid-induced disorder	0	0	1	0
Substance Abuse Disorder	F12	F12	Cannabis related disorders	0	0	0	0
Substance Abuse Disorder	F12.1	F121	Cannabis abuse	0	0	0	0
Substance Abuse Disorder	F12.10	F1210	Cannabis abuse, uncomplicated	0	0	1	0
Substance Abuse Disorder	F12.12	F1212	Cannabis abuse with intoxication	0	0	0	0
Substance Abuse Disorder	F12.120	F12120	Cannabis abuse with intoxication, uncomplicated	0	0	1	0
Substance Abuse Disorder	F12.121	F12121	Cannabis abuse with intoxication delirium	0	0	1	0
Substance Abuse Disorder	F12.122	F12122	Cannabis abuse with intoxication with perceptual disturbance	0	0	1	0
Substance Abuse Disorder	F12.129	F12129	Cannabis abuse with intoxication, unspecified	0	0	1	0
Substance Abuse Disorder	F12.15	F1215	Cannabis abuse with psychotic disorder	0	0	0	0
Substance Abuse Disorder	F12.150	F12150	Cannabis abuse with psychotic disorder with delusions	0	0	1	0
Substance Abuse Disorder	F12.151	F12151	Cannabis abuse with psychotic disorder with hallucinations	0	0	1	0
Substance Abuse Disorder	F12.159	F12159	Cannabis abuse with psychotic disorder, unspecified	0	0	1	0
Substance Abuse Disorder	F12.18	F1218	Cannabis abuse with other cannabis-induced disorder	0	0	0	0
Substance Abuse Disorder	F12.180	F12180	Cannabis abuse with cannabis-induced anxiety disorder	0	0	1	0
Substance Abuse Disorder	F12.188	F12188	Cannabis abuse with other cannabis-induced disorder	0	0	1	0
Substance Abuse Disorder	F12.19	F1219	Cannabis abuse with unspecified cannabis-induced disorder	0	0	1	0
Substance Abuse Disorder	F12.2	F122	Cannabis dependence	0	0	0	0
Substance Abuse Disorder	F12.20	F1220	Cannabis dependence, uncomplicated	0	0	1	0
Substance Abuse Disorder	F12.21	F1221	Cannabis dependence, in remission	0	0	1	1
Substance Abuse Disorder	F12.22	F1222	Cannabis dependence with intoxication	0	0	0	0
Substance Abuse Disorder	F12.220	F12220	Cannabis dependence with intoxication, uncomplicated	0	0	1	0
Substance Abuse Disorder	F12.221	F12221	Cannabis dependence with intoxication delirium	0	0	1	0
Substance Abuse Disorder	F12.222	F12222	Cannabis dependence with intoxication with perceptual disturbance	0	0	1	0
Substance Abuse Disorder	F12.229	F12229	Cannabis dependence with intoxication, unspecified	0	0	1	0
Substance Abuse Disorder	F12.25	F1225	Cannabis dependence with psychotic disorder	0	0	0	0
Substance Abuse Disorder	F12.250	F12250	Cannabis dependence with psychotic disorder with delusions	0	0	1	0
Substance Abuse Disorder	F12.251	F12251	Cannabis dependence with psychotic disorder with hallucinations	0	0	1	0
Substance Abuse Disorder	F12.259	F12259	Cannabis dependence with psychotic disorder, unspecified	0	0	1	0
Substance Abuse Disorder	F12.28	F1228	Cannabis dependence with other cannabis-induced disorder	0	0	0	0
Substance Abuse Disorder	F12.280	F12280	Cannabis dependence with cannabis-induced anxiety disorder	0	0	1	0
Substance Abuse Disorder	F12.288	F12288	Cannabis dependence with other cannabis-induced disorder	0	0	1	0
Substance Abuse Disorder	F12.29	F1229	Cannabis dependence with unspecified cannabis-induced disorder	0	0	1	0
Substance Abuse Disorder	F12.9	F129	Cannabis use unspecified	0	0	0	0
Substance Abuse Disorder	F12.90	F1290	Cannabis use, unspecified, uncomplicated	0	0	1	0
Substance Abuse Disorder	F12.92	F1295	Cannabis use unspecified with psychotic disorder	0	0	0	0
Substance Abuse Disorder	F12.920	F12920	Cannabis use, unspecified with intoxication, uncomplicated	0	0	1	0
Substance Abuse Disorder	F12.921	F12921	Cannabis use, unspecified with intoxication delirium	0	0	1	0
Substance Abuse Disorder	F12.922	F12922	Cannabis use, unspecified with intoxication with perceptual disturbanc	0	0	1	0
Substance Abuse Disorder	F12.929	F12929	Cannabis use, unspecified with intoxication, unspecified	0	0	1	0
Substance Abuse Disorder	F12.950	F12950	Cannabis use, unspecified with psychotic disorder with delusions	0	0	1	0
