Obs,CODE,CATEGORY,DESC,REV,CMS06,CMS07,CMS08,CMS09,CMS10,CMS11,CMS12,CMS13,CMS14,CMS15,CMS16,CMS17,CMS18,CMS19,CMS20,CMS21,CMS22,CMS23,CMS24,CMS25
858,Y36141A,Exposure to violence,"WAR OPERATIONS INVOLVING DESTRUCTION OF AIRCRAFT DUE TO ACCIDENTAL DETONATION OF ONBOARD MUNITIONS AND EXPLOSIVES, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
859,Y36141D,Exposure to violence,"WAR OPERATIONS INVOLVING DESTRUCTION OF AIRCRAFT DUE TO ACCIDENTAL DETONATION OF ONBOARD MUNITIONS AND EXPLOSIVES, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
860,Y36141S,Exposure to violence,"WAR OPERATIONS INVOLVING DESTRUCTION OF AIRCRAFT DUE TO ACCIDENTAL DETONATION OF ONBOARD MUNITIONS AND EXPLOSIVES, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
861,Y36190A,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER DESTRUCTION OF AIRCRAFT, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
862,Y36190D,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER DESTRUCTION OF AIRCRAFT, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
863,Y36190S,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER DESTRUCTION OF AIRCRAFT, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
864,Y36191A,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER DESTRUCTION OF AIRCRAFT, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
865,Y36191D,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER DESTRUCTION OF AIRCRAFT, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
866,Y36191S,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER DESTRUCTION OF AIRCRAFT, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
867,Y36200A,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EXPLOSION AND FRAGMENTS, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
868,Y36200D,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EXPLOSION AND FRAGMENTS, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
869,Y36200S,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EXPLOSION AND FRAGMENTS, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
870,Y36201A,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EXPLOSION AND FRAGMENTS, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
871,Y36201D,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EXPLOSION AND FRAGMENTS, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
872,Y36201S,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EXPLOSION AND FRAGMENTS, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
873,Y36210A,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF AERIAL BOMB, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
874,Y36210D,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF AERIAL BOMB, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
875,Y36210S,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF AERIAL BOMB, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
876,Y36211A,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF AERIAL BOMB, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
877,Y36211D,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF AERIAL BOMB, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
878,Y36211S,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF AERIAL BOMB, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
879,Y36220A,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF GUIDED MISSILE, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
880,Y36220D,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF GUIDED MISSILE, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
881,Y36220S,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF GUIDED MISSILE, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
882,Y36221A,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF GUIDED MISSILE, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
883,Y36221D,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF GUIDED MISSILE, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
884,Y36221S,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF GUIDED MISSILE, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
885,Y36230A,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF IMPROVISED EXPLOSIVE DEVICE [IED], MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
886,Y36230D,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF IMPROVISED EXPLOSIVE DEVICE [IED], MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
887,Y36230S,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF IMPROVISED EXPLOSIVE DEVICE [IED], MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
888,Y36231A,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF IMPROVISED EXPLOSIVE DEVICE [IED], CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
889,Y36231D,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF IMPROVISED EXPLOSIVE DEVICE [IED], CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
890,Y36231S,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION OF IMPROVISED EXPLOSIVE DEVICE [IED], CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
891,Y36240A,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION DUE TO ACCIDENTAL DETONATION AND DISCHARGE OF OWN MUNITIONS OR MUNITIONS LAUNCH DEVICE, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
892,Y36240D,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION DUE TO ACCIDENTAL DETONATION AND DISCHARGE OF OWN MUNITIONS OR MUNITIONS LAUNCH DEVICE, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
893,Y36240S,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION DUE TO ACCIDENTAL DETONATION AND DISCHARGE OF OWN MUNITIONS OR MUNITIONS LAUNCH DEVICE, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
894,Y36241A,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION DUE TO ACCIDENTAL DETONATION AND DISCHARGE OF OWN MUNITIONS OR MUNITIONS LAUNCH DEVICE, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
895,Y36241D,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION DUE TO ACCIDENTAL DETONATION AND DISCHARGE OF OWN MUNITIONS OR MUNITIONS LAUNCH DEVICE, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
896,Y36241S,Exposure to violence,"WAR OPERATIONS INVOLVING EXPLOSION DUE TO ACCIDENTAL DETONATION AND DISCHARGE OF OWN MUNITIONS OR MUNITIONS LAUNCH DEVICE, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
897,Y36250A,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM MUNITIONS, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
898,Y36250D,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM MUNITIONS, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
899,Y36250S,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM MUNITIONS, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
900,Y36251A,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM MUNITIONS, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
901,Y36251D,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM MUNITIONS, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
902,Y36251S,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM MUNITIONS, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
903,Y36260A,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS OF IMPROVISED EXPLOSIVE DEVICE [IED], MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
904,Y36260D,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS OF IMPROVISED EXPLOSIVE DEVICE [IED], MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
905,Y36260S,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS OF IMPROVISED EXPLOSIVE DEVICE [IED], MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
906,Y36261A,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS OF IMPROVISED EXPLOSIVE DEVICE [IED], CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
907,Y36261D,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS OF IMPROVISED EXPLOSIVE DEVICE [IED], CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
908,Y36261S,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS OF IMPROVISED EXPLOSIVE DEVICE [IED], CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
909,Y36270A,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM WEAPONS, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
910,Y36270D,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM WEAPONS, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
911,Y36270S,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM WEAPONS, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
912,Y36271A,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM WEAPONS, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
913,Y36271D,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM WEAPONS, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
914,Y36271S,Exposure to violence,"WAR OPERATIONS INVOLVING FRAGMENTS FROM WEAPONS, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
915,Y36290A,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER EXPLOSIONS AND FRAGMENTS, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
916,Y36290D,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER EXPLOSIONS AND FRAGMENTS, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
917,Y36290S,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER EXPLOSIONS AND FRAGMENTS, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
918,Y36291A,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER EXPLOSIONS AND FRAGMENTS, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
919,Y36291D,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER EXPLOSIONS AND FRAGMENTS, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
920,Y36291S,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER EXPLOSIONS AND FRAGMENTS, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
921,Y36300A,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED FIRE, CONFLAGRATION AND HOT SUBSTANCE, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
922,Y36300D,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED FIRE, CONFLAGRATION AND HOT SUBSTANCE, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
923,Y36300S,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED FIRE, CONFLAGRATION AND HOT SUBSTANCE, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
924,Y36301A,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED FIRE, CONFLAGRATION AND HOT SUBSTANCE, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
925,Y36301D,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED FIRE, CONFLAGRATION AND HOT SUBSTANCE, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
926,Y36301S,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED FIRE, CONFLAGRATION AND HOT SUBSTANCE, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
927,Y36310A,Exposure to violence,"WAR OPERATIONS INVOLVING GASOLINE BOMB, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
928,Y36310D,Exposure to violence,"WAR OPERATIONS INVOLVING GASOLINE BOMB, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
929,Y36310S,Exposure to violence,"WAR OPERATIONS INVOLVING GASOLINE BOMB, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
930,Y36311A,Exposure to violence,"WAR OPERATIONS INVOLVING GASOLINE BOMB, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
931,Y36311D,Exposure to violence,"WAR OPERATIONS INVOLVING GASOLINE BOMB, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
932,Y36311S,Exposure to violence,"WAR OPERATIONS INVOLVING GASOLINE BOMB, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
933,Y36320A,Exposure to violence,"WAR OPERATIONS INVOLVING INCENDIARY BULLET, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
934,Y36320D,Exposure to violence,"WAR OPERATIONS INVOLVING INCENDIARY BULLET, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
935,Y36320S,Exposure to violence,"WAR OPERATIONS INVOLVING INCENDIARY BULLET, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
936,Y36321A,Exposure to violence,"WAR OPERATIONS INVOLVING INCENDIARY BULLET, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
937,Y36321D,Exposure to violence,"WAR OPERATIONS INVOLVING INCENDIARY BULLET, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
938,Y36321S,Exposure to violence,"WAR OPERATIONS INVOLVING INCENDIARY BULLET, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
939,Y36330A,Exposure to violence,"WAR OPERATIONS INVOLVING FLAMETHROWER, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
940,Y36330D,Exposure to violence,"WAR OPERATIONS INVOLVING FLAMETHROWER, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
941,Y36330S,Exposure to violence,"WAR OPERATIONS INVOLVING FLAMETHROWER, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
942,Y36331A,Exposure to violence,"WAR OPERATIONS INVOLVING FLAMETHROWER, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
943,Y36331D,Exposure to violence,"WAR OPERATIONS INVOLVING FLAMETHROWER, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
944,Y36331S,Exposure to violence,"WAR OPERATIONS INVOLVING FLAMETHROWER, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
945,Y36390A,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIRES, CONFLAGRATIONS AND HOT SUBSTANCES, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
946,Y36390D,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIRES, CONFLAGRATIONS AND HOT SUBSTANCES, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
947,Y36390S,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIRES, CONFLAGRATIONS AND HOT SUBSTANCES, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
948,Y36391A,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIRES, CONFLAGRATIONS AND HOT SUBSTANCES, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
949,Y36391D,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIRES, CONFLAGRATIONS AND HOT SUBSTANCES, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
950,Y36391S,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIRES, CONFLAGRATIONS AND HOT SUBSTANCES, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
951,Y36410A,Exposure to violence,"WAR OPERATIONS INVOLVING RUBBER BULLETS, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
952,Y36410D,Exposure to violence,"WAR OPERATIONS INVOLVING RUBBER BULLETS, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
953,Y36410S,Exposure to violence,"WAR OPERATIONS INVOLVING RUBBER BULLETS, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
954,Y36411A,Exposure to violence,"WAR OPERATIONS INVOLVING RUBBER BULLETS, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
955,Y36411D,Exposure to violence,"WAR OPERATIONS INVOLVING RUBBER BULLETS, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
956,Y36411S,Exposure to violence,"WAR OPERATIONS INVOLVING RUBBER BULLETS, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
957,Y36420A,Exposure to violence,"WAR OPERATIONS INVOLVING FIREARMS PELLETS, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
958,Y36420D,Exposure to violence,"WAR OPERATIONS INVOLVING FIREARMS PELLETS, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
959,Y36420S,Exposure to violence,"WAR OPERATIONS INVOLVING FIREARMS PELLETS, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
960,Y36421A,Exposure to violence,"WAR OPERATIONS INVOLVING FIREARMS PELLETS, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
961,Y36421D,Exposure to violence,"WAR OPERATIONS INVOLVING FIREARMS PELLETS, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
962,Y36421S,Exposure to violence,"WAR OPERATIONS INVOLVING FIREARMS PELLETS, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
963,Y36430A,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIREARMS DISCHARGE, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
964,Y36430D,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIREARMS DISCHARGE, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
965,Y36430S,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIREARMS DISCHARGE, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
966,Y36431A,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIREARMS DISCHARGE, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
967,Y36431D,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIREARMS DISCHARGE, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
968,Y36431S,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FIREARMS DISCHARGE, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
969,Y36440A,Exposure to violence,"WAR OPERATIONS INVOLVING UNARMED HAND TO HAND COMBAT, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
